id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3997657,Cool room in creative Kreuzkölln,7870973,Dominique,Neukölln,Reuterstraße,52.48869,13.43016,Private room,41,3,183,2018-01-02,2.95,1,0
4001622,romantic style on two floors,13220307,Betty,Neukölln,Reuterstraße,52.49268,13.42364,Entire home/apt,99,4,133,2019-10-19,2.13,1,232
4002296,Cosy 2 Rooms in central Kreuzberg ,1539015,Dan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49191,13.39426,Entire home/apt,59,7,5,2016-04-17,0.08,1,0
4003893,Quiet bedroom in Berlin Schöneberg,20760196,Caroline,Tempelhof - Schöneberg,Schöneberg-Nord,52.4934,13.35205,Private room,40,3,12,2017-05-27,0.19,1,0
4005077,"charmante Altbauwohnung, Boxi-Kiez",20766230,Leander,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50926,13.46144,Entire home/apt,15,7,1,2015-08-08,0.02,2,0
4006427,"Sunny, comfortable, safe and quiet private room",6951911,Rita,Tempelhof - Schöneberg,Tempelhof,52.46109,13.42122,Private room,32,2,6,2019-11-06,1.89,1,78
4006840,Room in charming neighbourhood,20775323,Vibe,Steglitz - Zehlendorf,Drakestr.,52.44212,13.29473,Private room,28,2,11,2018-07-28,0.18,2,0
4009548,Sunny room in Berlin-Kreuzberg near Viktoriapark,5527420,Katrin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48555,13.37506,Private room,34,2,44,2019-09-13,0.71,1,42
4009596,Bright Spacious Apt. near Viktoria Park,3410090,Franziska,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48662,13.37565,Entire home/apt,65,5,13,2019-10-04,0.25,1,74
4010420,Modern Penthouse in Berlin Mitte ,20793866,...,Mitte,Alexanderplatz,52.52849,13.39752,Entire home/apt,150,90,0,,,1,70
4011146,Stylish apartment in Kreuzberg,6574138,Conny,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49829,13.42405,Private room,55,21,2,2018-05-25,0.03,1,7
4011708,Neukölln my Love...,20800224,Anja,Neukölln,Neuköllner Mitte/Zentrum,52.4701,13.43713,Private room,35,1,29,2019-05-18,0.54,1,286
4012829,Nice Room with Huge Balcony,18104046,Johannes,Pankow,Prenzlauer Berg Nordwest,52.55433,13.40542,Private room,20,4,10,2018-04-12,0.18,1,0
4013104,"Berlin Mitte, bohemian living close to Museuminsel",20807361,Susanne,Mitte,Alexanderplatz,52.5266,13.40566,Entire home/apt,55,60,24,2019-10-20,0.38,1,238
4013969,Sunny two-room appartment in Friedrichshain,20811937,Amely,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50594,13.46385,Entire home/apt,28,25,3,2016-10-06,0.05,1,0
4015015,Studio-Loft im Wedding,20817629,Karl,Mitte,Wedding Zentrum,52.5549,13.37397,Entire home/apt,70,7,2,2016-04-02,0.04,1,0
4017026,Art-Filled Unicorn Room in a 1910 Art Nouveau Building,20653948,George,Treptow - Köpenick,Plänterwald,52.48602,13.46576,Private room,70,1,144,2019-10-27,2.28,2,341
4018296,"Studio, Loft, Atelier for Shootings",5980826,Christian,Mitte,Regierungsviertel,52.50945,13.39693,Entire home/apt,450,1,8,2018-12-20,0.13,1,365
4020501,Neukölln Apartment w/ sunny balcony,7498236,Tobias,Neukölln,Rixdorf,52.48105,13.4476,Entire home/apt,59,6,72,2019-09-23,1.16,1,15
4024407,Ruhige Wohnung im Herzen Berlins ,20864066,Jon,Mitte,Regierungsviertel,52.51086,13.40188,Entire home/apt,130,4,2,2014-11-14,0.03,1,0
4026915,"Bright, cozy room in Central Berlin",16909768,Luana,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52013,13.45827,Private room,44,1,2,2015-05-25,0.03,1,0
4027138,rooftop-terrace-central,10841402,Jan,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51805,13.46325,Entire home/apt,80,3,22,2019-10-27,1.76,1,1
4027290,Cosy chamber in shared flat in Kreuzberg/Neukölln,20880384,Konstantin,Neukölln,Reuterstraße,52.49313,13.42448,Private room,38,3,32,2019-09-10,0.58,1,35
4027687,Stylish 3 room apartment in the best location,20193180,Tia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49373,13.41274,Entire home/apt,200,3,253,2019-11-10,4.09,2,281
4027713,Akazien Residenz Apartment Berlin,20882412,Dlauer,Tempelhof - Schöneberg,Schöneberg-Süd,52.4858,13.35553,Entire home/apt,263,3,157,2019-11-10,2.52,1,321
4027747,Cozy room in Fhain with Garden ,20882474,Amigo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51242,13.45226,Private room,22,3,2,2015-11-01,0.03,1,0
4027819,lovely apartment in prenzlauer berg,1038455,Jule,Pankow,Prenzlauer Berg Nordwest,52.55324,13.41133,Entire home/apt,55,2,2,2015-01-21,0.03,1,0
4028485,Kleines gemütliches Zimmer in 4-WG,20885834,Charly,Mitte,Moabit West,52.53296,13.32918,Private room,15,6,3,2015-08-09,0.05,1,0
4028925,room in Baumschulenweg by the wood,9928638,Sergio,Treptow - Köpenick,Baumschulenweg,52.46827,13.48784,Private room,32,60,25,2019-10-31,0.54,3,5
4037010,Sunny top floor flat/  Kreuzberg ,20930530,June,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49193,13.39661,Entire home/apt,80,6,0,,,1,0
4043115,Co-working Back-packing,20964212,Nico,Mitte,Parkviertel,52.55608,13.34575,Private room,40,3,17,2019-06-08,0.28,2,310
4043341,"Room #2 - Messe-, Stadt-, Waldnähe",3699503,Andrea,Charlottenburg-Wilm.,Heerstrasse,52.50276,13.26118,Private room,42,1,97,2019-11-10,1.55,3,362
4043573,Room # 3 -Messe- Wald- u. Stadtnähe,3699503,Andrea,Charlottenburg-Wilm.,Heerstrasse,52.50156,13.26081,Private room,42,1,90,2019-10-06,1.44,3,357
4045063,Stay with the cool cats in Kreuzberg,20973585,Thor,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49745,13.39733,Private room,49,2,207,2019-11-04,3.33,1,327
4046440,Quiet and lovely in central Berlin,15348314,John,Mitte,Alexanderplatz,52.52531,13.3858,Entire home/apt,43,4,6,2018-05-18,0.10,1,0
4047579,Modern Central Studio Work/Study/Play,20987177,Sandra,Mitte,Alexanderplatz,52.53069,13.38068,Entire home/apt,78,5,32,2019-11-05,0.51,1,325
4055783,Helle Wohnung in Kreuzberg,21033689,Jose,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49114,13.41948,Entire home/apt,65,5,22,2017-12-11,0.35,1,257
4056046,3 Zimmer-Wohnung Berlin Alt-Treptow,21034182,Andy,Treptow - Köpenick,Alt  Treptow,52.4913,13.44265,Entire home/apt,85,14,0,,,1,0
4056076,Cozy birds nest in Prenzlauer Berg,10789276,Timo,Pankow,Prenzlauer Berg Süd,52.53212,13.42536,Entire home/apt,58,3,17,2016-03-26,0.29,1,12
4056601,Ferienhaus - 20 Minuten in die City,21038534,Kathrin,Marzahn - Hellersdorf,Biesdorf,52.50266,13.55732,Entire home/apt,120,3,13,2019-10-29,0.34,1,334
4056739,2 room apt in Friedrichshain,21039336,Robin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51333,13.46661,Entire home/apt,70,2,16,2019-08-09,0.26,1,0
4056885,Cosy room in Berlin Kreuzberg,17236499,Nadja,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49666,13.4401,Private room,30,1,4,2016-10-02,0.06,1,0
4057812,Ruhiges 2 Zi-Altbau-App Prenzlauerberg EG im RG,21045207,Gerrit,Pankow,Helmholtzplatz,52.54237,13.41728,Entire home/apt,60,30,8,2019-01-05,0.13,1,298
4064181,Room with view over the Görlitzer Park,8272310,Lina,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49693,13.43868,Private room,50,7,2,2019-07-07,0.35,1,341
4064366,Sunny&Green * 15min to Potsdamer Pl,1285017,Katrin,Steglitz - Zehlendorf,Ostpreußendamm,52.4237,13.32642,Entire home/apt,75,7,10,2017-09-30,0.17,5,0
4065383,Möbliertes 55qm Zimmer in netter 2er Zweck-WG,876545,Marta,Mitte,Alexanderplatz,52.52668,13.39935,Private room,28,90,0,,,1,351
4065972,Wunderschöne Altbauwohnung in zentraler Citylage,21087298,Britta,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5174,13.30564,Entire home/apt,120,3,3,2017-10-23,0.12,1,0
4067373,spacious 2-story in hip Kreuzkölln,21092733,Birgit & Moritz,Neukölln,Reuterstraße,52.48372,13.44005,Entire home/apt,140,3,6,2016-05-31,0.10,1,0
4067515,BEAUTIFUL FLAT IN KREUZKÖLLN,7047304,Josephine,Neukölln,Reuterstraße,52.49057,13.42688,Entire home/apt,60,5,1,2016-04-25,0.02,1,0
4071919,Bright room close to Viktoriapark,20509822,Boris,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48838,13.37476,Private room,20,4,5,2019-06-30,0.18,1,0
4072095,Apartment near Kurfürstendamm,21120177,Nataliya,Charlottenburg-Wilm.,Kurfürstendamm,52.50088,13.31634,Entire home/apt,72,3,120,2019-11-04,2.15,2,349
4080009,Cozy family rental in Treptow,2552184,Amber,Treptow - Köpenick,Plänterwald,52.47518,13.48128,Entire home/apt,50,7,3,2018-10-24,0.06,1,232
4083477,Large bright space in Kreuzberg,18649531,Ron,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50313,13.42631,Private room,45,4,11,2019-04-23,0.18,1,46
4083538,Friedrichshain-Kreuzberg: Best Area & Self Checkin,21179795,Igor,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51109,13.44714,Entire home/apt,55,4,84,2019-10-28,1.34,1,0
4088260,Nice cosy flat in Kastanienalle,21162438,Laetitia,Pankow,Prenzlauer Berg Südwest,52.53695,13.40833,Entire home/apt,50,2,5,2015-08-31,0.08,1,0
4090623,Über den Dächern von Moabit,4319380,Gabriele,Mitte,Moabit Ost,52.5233,13.35645,Entire home/apt,68,2,23,2019-10-21,0.38,1,240
4095931,Huge Room (and workspace) in Prenz!,206108,Nicholas,Pankow,Prenzlauer Berg Süd,52.53091,13.42641,Private room,30,3,2,2015-06-10,0.04,1,0
4096378,Cosy & Quiet Room (24 m²) in Berlin Neukölln,15042034,David,Neukölln,Rixdorf,52.47406,13.45176,Private room,41,5,15,2018-09-12,0.50,1,0
4096966,Lovely space in the heart of Kreuzberg,9069975,Gianmarco,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49105,13.42221,Private room,60,3,35,2019-05-31,0.56,1,15
4098004,Big beautiful room in Kreuzberg,21247582,Eli,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49215,13.40402,Private room,25,1,2,2014-11-05,0.03,1,0
4100032,Sonnige Wohnung in lebendigem Viertel,7278838,Raimund,Neukölln,Neuköllner Mitte/Zentrum,52.4695,13.43485,Entire home/apt,90,3,29,2019-10-27,0.48,1,4
4102222,Beautiful room in old building,21279619,Ben,Neukölln,Reuterstraße,52.48299,13.43477,Private room,40,28,9,2019-02-02,0.14,1,135
4102472,Berlin-direkt am Wasser bis 6 Pers.,21281171,Rolando,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.38024,13.65052,Entire home/apt,90,3,12,2019-10-06,0.22,1,345
4103180,Large room with private bathroom,14504323,Daniela,Pankow,Prenzlauer Berg Süd,52.53244,13.42321,Private room,49,5,66,2019-06-23,1.06,1,0
4104417,G. Stein Boutique Apartment Berlin,4423387,Elmar,Tempelhof - Schöneberg,Schöneberg-Nord,52.49467,13.35326,Entire home/apt,90,7,20,2018-09-12,0.42,3,307
4104843,cosy big bed,20414506,Dana,Neukölln,Gropiusstadt,52.43032,13.44879,Private room,23,1,5,2017-03-31,0.13,1,0
4106583,70m² Spacious Maisonette Apartment,20998252,Alex,Mitte,Brunnenstr. Nord,52.54325,13.37606,Entire home/apt,80,4,306,2019-11-12,4.88,3,121
4108166,Private room in Altbau apartment,6831093,Johnny,Neukölln,Neuköllner Mitte/Zentrum,52.4814,13.43388,Private room,30,2,4,2015-10-06,0.06,2,0
4108878,Sunny Room Berlin Neukölln,21317733,Steve,Neukölln,Rixdorf,52.47204,13.44245,Private room,34,4,8,2019-05-11,0.13,1,0
4110390,design apartment in the heart of hip Kreuzberg,3037322,Lena,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50198,13.42969,Entire home/apt,169,2,87,2019-10-01,1.41,1,333
4114966,"☀ Amazing View, Family & Work Friendly, Central",4736382,Nassa,Pankow,Prenzlauer Berg Süd,52.53135,13.42065,Entire home/apt,160,2,250,2019-11-11,4.01,1,145
4115344,"Dachterrasse, Wohnzi., ruhig & hell",21351943,Angela,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49526,13.47295,Private room,60,2,37,2019-07-29,0.65,1,353
4116671,Gemütliche große Wohnung in F'hain,1966724,Lukas,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51714,13.45575,Entire home/apt,99,3,19,2016-12-26,0.39,1,0
4118010,Room SEPARATE ENTRANCE/own key/ & PRIVATE Bath/wc,21364279,Yo (Yolaine),Mitte,Moabit Ost,52.53474,13.34815,Private room,46,3,110,2019-11-02,2.75,1,0
4118066,"Cozy, modern Apartment in Kreuzberg",21364542,Dariusch,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48592,13.38172,Entire home/apt,40,2,3,2017-01-16,0.05,1,0
4120763,Sunny apartment in Reuterkiez,8362690,Gonzalo,Neukölln,Reuterstraße,52.48671,13.42984,Entire home/apt,120,4,17,2019-08-20,0.43,1,0
4120955,1-room flat close to Hermannplatz,21378005,Axel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48843,13.42334,Entire home/apt,35,3,5,2015-12-16,0.08,1,0
4125751,Cozy Flat in Berlin Tiergarte,12580520,Zoha,Mitte,Moabit West,52.5327,13.33468,Private room,50,2,0,,,2,87
4126070,2 Zimmer Silvester Wohnung,21403247,Bernhard,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51343,13.45212,Entire home/apt,250,1,0,,,1,0
4127373,Experience the flair of Mitte,7713529,Josephine,Mitte,Brunnenstr. Süd,52.52954,13.39713,Entire home/apt,72,4,31,2018-04-21,0.52,1,0
4131194,Cozy flat in Mitte,12408256,Laura,Mitte,Brunnenstr. Nord,52.53719,13.38319,Entire home/apt,38,1,12,2017-08-10,0.20,1,0
4132333,Room in Neukölln,21437927,Valeria,Neukölln,Rixdorf,52.47281,13.44217,Private room,25,1,0,,,3,0
4132512,Room in Neukölln,21437927,Valeria,Neukölln,Rixdorf,52.47262,13.44212,Private room,25,1,0,,,3,0
4134166,Schönes Zimmer in Berlin Steglitz,20645008,Paco,Steglitz - Zehlendorf,Schloßstr.,52.4648,13.32965,Private room,31,4,3,2017-03-12,0.06,1,0
4138491,2 Zimmer auf der Roten Insel,21470915,Oliver Johannes,Tempelhof - Schöneberg,Schöneberg-Süd,52.48181,13.36032,Entire home/apt,55,1,2,2015-12-02,0.04,1,0
4139088,"Schöne Lage, mit S1 in 16 Min am Potsdamer Platz",20775323,Vibe,Steglitz - Zehlendorf,Drakestr.,52.44341,13.2961,Private room,42,2,9,2019-03-01,0.17,2,0
4139469,Green oasis in central kreuzkölln !,4239455,Clothilde,Neukölln,Neuköllner Mitte/Zentrum,52.48395,13.42764,Entire home/apt,57,60,14,2019-09-30,0.22,3,139
4140103,Poetenwohnung im Prenzlauer Berg,1774280,Andreas,Pankow,Prenzlauer Berg Nordwest,52.55214,13.41412,Entire home/apt,90,2,20,2019-09-09,0.37,1,365
4141114,Yogis Home,2061438,Kathleen,Pankow,Prenzlauer Berg Nord,52.54884,13.42876,Entire home/apt,110,1,0,,,2,293
4143368,Apartment with community rooms.,8853584,Torsten,Mitte,Parkviertel,52.54945,13.33933,Shared room,25,1,58,2018-10-17,1.13,3,226
4143769,Big and beautiful Room in Neukölln,4931186,Anne,Neukölln,Rixdorf,52.47165,13.44302,Private room,25,8,8,2017-02-01,0.15,2,0
4146598,Künstlerhäuschen im grünen Berlin,2990831,Kerstin,Marzahn - Hellersdorf,Mahlsdorf,52.52425,13.65362,Entire home/apt,50,2,0,,,2,0
4146871,Lovely Berliner Zimmer with en suite bathroom,1019199,Saskia,Neukölln,Rixdorf,52.47897,13.44036,Private room,35,2,0,,,1,0
4149532,Lovely & Comfortable Room,21526789,Lisa,Lichtenberg,Alt-Lichtenberg,52.51633,13.48517,Private room,40,1,61,2019-11-10,3.64,2,40
4150220,Rooftop-studio with terrasse,7161882,Tobias,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50612,13.46969,Entire home/apt,59,21,34,2019-10-06,0.69,1,135
4153622,Cosy room close to Alexanderplatz,21552075,Madeline,Pankow,Prenzlauer Berg Ost,52.52996,13.4436,Private room,42,3,163,2019-10-17,2.62,1,105
4154938,Design rooftop loft right in the centre,1537210,Julian,Mitte,Brunnenstr. Süd,52.53599,13.39836,Entire home/apt,70,6,10,2019-09-14,0.19,1,4
4155136,a bright flat in Berlin Tiergarten,12580520,Zoha,Mitte,Moabit West,52.53117,13.33337,Entire home/apt,100,2,8,2019-09-01,0.14,2,358
4155399,Apartement in Kreuzberg w/ balcony,21086574,Felix,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49825,13.4048,Entire home/apt,40,2,39,2016-05-23,0.62,1,0
4158657,beautiful new 2BD  in Kreuzberg,18653220,Ido,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50356,13.42666,Entire home/apt,60,62,86,2017-12-22,1.38,3,42
4160025,near by TXL - ruhig & gemütlich,21589042,Cori,Spandau,Siemensstadt,52.54212,13.27008,Private room,21,1,80,2019-08-05,1.29,1,34
4163068,The Heart of Kreuz-Köln Berlin,21605759,Kata,Neukölln,Reuterstraße,52.48669,13.431,Entire home/apt,25,2,9,2017-09-16,0.14,1,0
4165545,Cosy room in main Friedrischain,13653192,Tiare,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51886,13.46559,Private room,25,1,9,2018-06-08,0.19,1,0
4166966,Großes helles Zimmer ,21626575,Feeling,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49539,13.33481,Private room,40,5,2,2015-05-31,0.03,1,0
4168865,Green and Central. Between Kreuzberg and Neukölln,13095060,Alexandra,Neukölln,Schillerpromenade,52.47923,13.42011,Private room,50,3,2,2019-10-21,1.87,2,343
4169457,2-Raum-Wohnung in Tiergarten/Mitte,21636651,Alexander,Mitte,Moabit West,52.51887,13.33145,Entire home/apt,48,3,55,2019-10-20,0.88,1,127
4169609,Stylish Neukölln Apt. with Fireplace,715124,Martino&Kahn,Neukölln,Reuterstraße,52.49123,13.43557,Entire home/apt,95,7,10,2018-07-30,0.17,1,73
4170139,berlin room in the heart of P-Berg,21639751,Anna,Pankow,Prenzlauer Berg Nordwest,52.54796,13.40576,Private room,46,2,7,2015-09-27,0.12,1,0
4170557,Ruhiges gemütliches Zimmer im PBerg,8663559,Yassin,Pankow,Prenzlauer Berg Südwest,52.53025,13.41845,Private room,35,1,4,2014-10-17,0.06,2,0
4171578,Cozy Flat in Berlin Wilmersdorf,21646329,Kevin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48293,13.32377,Entire home/apt,100,7,1,2015-01-05,0.02,1,0
4173343,Nice modern flat ,597666,Peter,Mitte,Brunnenstr. Süd,52.53075,13.39722,Entire home/apt,94,2,7,2017-09-25,0.13,1,0
4173796,"Berlin-Potsdam, ruhiges und gemütliches Zimmer",12611754,Matthias,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.42534,13.2256,Private room,32,2,9,2018-09-09,0.47,1,132
4180313,Beautifully designed flat  ,4579160,Lilija,Pankow,Prenzlauer Berg Südwest,52.53881,13.40926,Entire home/apt,80,3,4,2015-02-24,0.07,1,0
4182815,Bonita Casa Souterrain,6444753,Doerthe,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49209,13.393,Entire home/apt,150,3,226,2019-11-11,3.64,7,312
4185579,Cozy apartment is looking for you!,21633427,Stefanie,Pankow,Prenzlauer Berg Nordwest,52.5478,13.4044,Private room,49,4,75,2019-11-08,1.21,1,31
4186667,Bright & Beautiful in Berlin!,3467767,Magna,Neukölln,Schillerpromenade,52.47401,13.42424,Entire home/apt,47,30,69,2016-04-28,1.11,1,0
4190139,shared flat close 2 Tempelhoferfeld,3181362,Jenny,Neukölln,Schillerpromenade,52.46851,13.42204,Private room,30,2,6,2017-01-15,0.10,1,0
4190821,Beautiful Room in Berlin Neukölln,21742505,Rita,Neukölln,Reuterstraße,52.4855,13.42869,Private room,32,4,13,2018-06-29,0.21,1,0
4191881,cosy 105sqm design flat in F'Hain,21748741,Marcel,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50351,13.45302,Entire home/apt,154,2,23,2019-11-11,0.37,1,3
4194858,2rooms/balcony //NK//Tempelhof Parc,21762764,Susanne,Neukölln,Schillerpromenade,52.47677,13.42601,Entire home/apt,55,1,5,2016-03-20,0.08,1,0
4195365,"bright, cozy and arty in Berlin",21306569,Lena,Neukölln,Rixdorf,52.47296,13.44348,Entire home/apt,35,3,0,,,1,0
4195909,Cozy Penthouseflat near Mauerpark,6323869,Wendelin,Mitte,Osloer Straße,52.5547,13.38629,Entire home/apt,74,5,37,2019-11-11,1.57,1,50
4196641,Big Bright & Cozy Private Room,1179530,Bastian,Tempelhof - Schöneberg,Schöneberg-Süd,52.48108,13.35073,Private room,26,3,7,2019-04-30,0.30,2,0
4197800,Quite appartament in Schöneberg :-),21777503,Thomas,Tempelhof - Schöneberg,Schöneberg-Nord,52.49185,13.34879,Entire home/apt,49,1,15,2017-01-05,0.30,2,0
4198620,Cosy apartment in ideal location,3473459,Mikko,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4926,13.4199,Entire home/apt,49,5,31,2017-10-29,0.50,1,0
4200865,stylish central 2.5 room apartment,21795205,Polly,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5227,13.4493,Entire home/apt,70,1,2,2016-01-03,0.03,1,222
4201709,cosy apartment in central Mitte,3670326,Irene,Mitte,Brunnenstr. Süd,52.53101,13.38855,Entire home/apt,99,2,201,2019-11-04,3.23,2,136
4201970,Charming room with private garden,1701701,Nini,Neukölln,Schillerpromenade,52.47685,13.42104,Private room,39,2,25,2019-06-17,0.53,2,232
4202157,Wunderschönes Zimmer im Herzen Krz,11890432,Flipo,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49272,13.43451,Private room,49,3,33,2019-10-13,0.54,3,306
4204070,beautiful Prenzlauer Berg room,21811473,Gabriele,Pankow,Prenzlauer Berg Süd,52.53726,13.42423,Private room,25,2,34,2015-07-14,0.55,1,0
4204187,Mein schönes großes Zimmer,21799639,Moritz,Pankow,Prenzlauer Berg Nordwest,52.55699,13.41359,Private room,30,1,0,,,1,0
4204729,CITY VINTAGE LOFT rent 2 month  jan - febr 2020,11733936,Annett,Pankow,Prenzlauer Berg Ost,52.53034,13.45592,Entire home/apt,99,7,3,2017-06-01,0.05,1,248
4212691,Flat in Schöneberg.Great location.Clean and bright,5846182,Marina,Tempelhof - Schöneberg,Schöneberg-Nord,52.49434,13.35556,Entire home/apt,57,2,11,2018-10-23,0.54,1,65
4213164,Wonderful flat - central and quiet,13443952,Christiane,Pankow,Prenzlauer Berg Süd,52.53392,13.42636,Entire home/apt,120,13,4,2018-10-24,0.17,1,0
4213594,"Design, central Prenzlauer Berg, ideal GLS school",2213775,Anne,Pankow,Prenzlauer Berg Südwest,52.5399,13.41216,Private room,70,3,9,2019-06-14,0.15,3,0
4214436,Flat near Prenzlauer Berg,21871253,Shao-Xi,Pankow,Pankow Süd,52.56238,13.40961,Private room,32,6,2,2016-07-16,0.03,1,0
4214856,Best Location Berlin,16489906,Ryan,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50607,13.38861,Private room,27,4,10,2016-01-09,0.16,1,0
4215500,Artist apartment,3833338,Andreas,Tempelhof - Schöneberg,Schöneberg-Süd,52.48424,13.35144,Entire home/apt,150,3,48,2019-10-01,0.78,1,303
4229389,Central Flat with Balcony by the Park,4410994,Matt &Ana,Mitte,Alexanderplatz,52.52473,13.39631,Entire home/apt,150,2,43,2019-06-15,0.69,2,0
4231032,Funky flat in peaceful Pankow WITH CAT,21956446,"Tina ""Trillian""",Pankow,Pankow Zentrum,52.56392,13.39804,Entire home/apt,49,6,4,2018-08-15,0.07,1,142
4231125,Bright room Friedrichshain,21220232,Eva,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509,13.46885,Private room,38,2,49,2019-10-28,0.79,1,306
4232115,Cozy private room in Friedrichshain,20357985,Jessica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51761,13.44932,Private room,30,1,16,2019-10-22,0.27,2,39
4233031,"Studentenwohnung, 2 R, 78 qm2",16630735,Hanna,Treptow - Köpenick,Oberschöneweide,52.46304,13.51581,Entire home/apt,55,3,5,2016-09-17,0.13,1,0
4235155,TOP CITY-FLAIR PIED-A-TERRE,2658039,Yearn,Pankow,Helmholtzplatz,52.54522,13.41431,Entire home/apt,56,60,10,2019-09-26,0.19,2,239
4236512,Real Berlin Experience,12352749,Tinka,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51932,13.45429,Private room,42,1,4,2016-08-14,0.07,1,0
4237030,"Schöneberg, modern and elegant apartment",21989326,Rene & Mike,Tempelhof - Schöneberg,Schöneberg-Süd,52.48788,13.35705,Entire home/apt,99,7,104,2019-10-31,1.70,1,314
4239526,"sonnig+grün, 64qm in Charlottenburg",21999825,Elke,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51272,13.28982,Entire home/apt,60,3,76,2019-10-27,1.22,1,63
4240183,PASO DOBLE Fernando Moabit Berlin,20715296,María,Mitte,Moabit West,52.51953,13.33003,Entire home/apt,85,3,55,2019-10-01,0.93,1,250
4240604,Cozy charming central room,7908994,Beatriz,Mitte,Brunnenstr. Süd,52.5369,13.39891,Private room,33,2,160,2019-10-27,2.60,3,358
4241450,Two room flat fully furnished in Mitte,8146714,Louisa,Pankow,Prenzlauer Berg Südwest,52.5397,13.41443,Entire home/apt,50,90,5,2019-08-20,0.19,2,351
